Image_ID,class,confidence,ymin,xmin,ymax,xmax
ID_a7m7Ky.jpg,anthracnose,0.7062525749206543,448.78997802734375,425.21630859375,2048.0,1179.1588134765625
ID_D99Mnd.jpg,healthy,0.757916271686554,241.9400634765625,996.511474609375,712.953857421875,1497.989990234375
ID_D99Mnd.jpg,healthy,0.5083733201026917,1128.294921875,1121.064697265625,2039.3154296875,1536.0
ID_D99Mnd.jpg,healthy,0.3791470527648926,0.0,643.9892578125,171.94992065429688,1158.268310546875
ID_D99Mnd.jpg,healthy,0.2882515788078308,357.80126953125,217.581787109375,1473.914306640625,987.582763671875
ID_Z7ar8k.jpg,healthy,0.7451666593551636,60.99618911743164,100.5915298461914,252.42413330078125,231.22804260253906
ID_Z7ar8k.jpg,healthy,0.642431914806366,5.252896308898926,1.7216652631759644,68.65917205810547,119.48200225830078
ID_Z7ar8k.jpg,healthy,0.61323481798172,213.03724670410156,190.36952209472656,305.3438720703125,286.3489685058594
ID_Z7ar8k.jpg,healthy,0.43793946504592896,301.0950012207031,220.85012817382812,405.3957214355469,364.3060607910156
ID_Z7ar8k.jpg,healthy,0.34735554456710815,301.5882873535156,252.3801727294922,400.8865661621094,355.0818786621094
ID_tIRab8.jpeg,healthy,0.5292128324508667,1014.8123168945312,501.8050842285156,3792.91357421875,2535.712646484375
ID_tIRab8.jpeg,healthy,0.5200125575065613,288.7652893066406,776.9517822265625,3615.13916015625,2659.736572265625
ID_tIRab8.jpeg,healthy,0.44691506028175354,5.3434062004089355,0.0,1443.33251953125,793.7557373046875
ID_tIRab8.jpeg,healthy,0.4154065251350403,13.39047908782959,0.0,1330.328857421875,574.2225952148438
ID_tIRab8.jpeg,healthy,0.378619521856308,1320.3057861328125,2516.89111328125,3919.1865234375,3024.0
ID_tIRab8.jpeg,healthy,0.3703491985797882,0.5467414259910583,373.6594543457031,1503.8656005859375,1354.6549072265625
ID_tIRab8.jpeg,healthy,0.3006327450275421,1150.037353515625,2572.323974609375,3342.943115234375,3024.0
ID_tIRab8.jpeg,healthy,0.27904221415519714,1336.8106689453125,2297.578125,3901.1513671875,3024.0
ID_tIRab8.jpeg,healthy,0.25761479139328003,0.0,0.0,1080.6971435546875,1093.2703857421875
ID_pa95hB.jpg,anthracnose,0.5295099020004272,875.47998046875,245.38623046875,1534.96484375,1677.06640625
